date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:14:53	9440/9440	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Nov%202020%2022:14:50%20GMT	https://wascade.ma/+s+	C:/My%20Web%20Sites/wascade/wascade.ma/+s+.99.delayed	(from https://wascade.ma/wp-content/cache/minify/eff97.js)
23:14:55	2211/2211	---MCZ	200	added ('OK')	application/json	date:Mon,%2009%20Nov%202020%2022:14:53%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fa-propos%2F	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embedadb9.json	(from https://wascade.ma/a-propos/)
23:14:56	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Nov%202020%2022:14:53%20GMT	https://wascade.ma/?p=9	C:/My%20Web%20Sites/wascade/wascade.ma/indexb5fb.html	(from https://wascade.ma/a-propos/)
23:14:56	2703/2703	---MCZ	200	added ('OK')	text/xml	date:Mon,%2009%20Nov%202020%2022:14:54%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fa-propos%2F&format=xml	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embed5c39	(from https://wascade.ma/a-propos/)
23:14:57	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Nov%202020%2022:14:54%20GMT	https://wascade.ma/a-propos/0661354417	C:/My%20Web%20Sites/wascade/wascade.ma/a-propos/0661354417	(from https://wascade.ma/a-propos/)
23:14:58	50287/50287	---M-Z	200	added ('OK')	text/html	etag:%222843-58515eb79f5a1%22	https://wascade.ma/a-propos/661354417/	C:/My%20Web%20Sites/wascade/wascade.ma/a-propos/661354417/index.html	(from https://wascade.ma/a-propos/)
23:14:59	27495/27495	---M--	200	added ('OK')	image/jpeg	etag:%226b67-5686d722f9c00%22	https://wascade.ma/wp-content/uploads/2018/03/IMG-20180320-WA0000-1-396x540.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/IMG-20180320-WA0000-1-396x540.jpg	(from https://wascade.ma/a-propos/)
23:14:59	20043/20043	---M--	200	added ('OK')	image/jpeg	etag:%224e4b-5686d723ede40%22	https://wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0015-396x540.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0015-396x540.jpg	(from https://wascade.ma/a-propos/)
23:14:59	1384457/1384457	---M--	200	added ('OK')	text/css	etag:%22pri1535459300%22	https://wascade.ma/wp-content/cache/minify/ceb8e.css	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/cache/minify/ceb8e.css	(from https://wascade.ma/a-propos/)
23:14:59	22559/22559	---M--	200	added ('OK')	image/jpeg	etag:%22581f-5686d724e2080%22	https://wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0018-396x540.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0018-396x540.jpg	(from https://wascade.ma/a-propos/)
23:14:59	25867/25867	---M--	200	added ('OK')	image/jpeg	etag:%22650b-5686d724e2080%22	https://wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0020-396x540.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0020-396x540.jpg	(from https://wascade.ma/a-propos/)
23:15:00	176561/176561	---M--	200	added ('OK')	application/x-javascript	etag:%22pri1544670507%22	https://wascade.ma/wp-content/cache/minify/d195c.js	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/cache/minify/d195c.js	(from https://wascade.ma/a-propos/)
23:15:00	18649/18649	---M--	200	added ('OK')	image/jpeg	etag:%2248d9-5686da11846c0%22	https://wascade.ma/wp-content/uploads/2018/03/bg-title-services.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/bg-title-services.jpg	(from https://wascade.ma/nos-services/)
23:15:03	2207/2207	---MCZ	200	added ('OK')	application/json	date:Mon,%2009%20Nov%202020%2022:14:59%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fnos-services%2F	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embedbadb.json	(from https://wascade.ma/nos-services/)
23:15:03	1374161/1374161	---M--	200	added ('OK')	text/css	etag:%22pri1535459300%22	https://wascade.ma/wp-content/cache/minify/2fb64.css	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/cache/minify/2fb64.css	(from https://wascade.ma/nos-services/)
23:15:03	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Nov%202020%2022:14:59%20GMT	https://wascade.ma/?p=558	C:/My%20Web%20Sites/wascade/wascade.ma/index193e.html	(from https://wascade.ma/nos-services/)
23:15:04	2699/2699	---MCZ	200	added ('OK')	text/xml	date:Mon,%2009%20Nov%202020%2022:15:01%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fnos-services%2F&format=xml	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embed5aa9	(from https://wascade.ma/nos-services/)
23:15:04	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Nov%202020%2022:15:02%20GMT	https://wascade.ma/nos-services/0661354417	C:/My%20Web%20Sites/wascade/wascade.ma/nos-services/0661354417	(from https://wascade.ma/nos-services/)
23:15:04	52094/52094	---M-Z	200	added ('OK')	text/html	etag:%222646-58515eb8bb888%22	https://wascade.ma/nos-services/661354417/	C:/My%20Web%20Sites/wascade/wascade.ma/nos-services/661354417/index.html	(from https://wascade.ma/nos-services/)
23:15:05	11156/11156	---M--	200	added ('OK')	image/jpeg	etag:%222b94-5685859b506c0%22	https://wascade.ma/wp-content/uploads/2016/01/deratisation-service-255x182.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2016/01/deratisation-service-255x182.jpg	(from https://wascade.ma/nos-services/)
23:15:05	10591/10591	---M--	200	added ('OK')	image/jpeg	etag:%22295f-5686ded450240%22	https://wascade.ma/wp-content/uploads/2018/03/slide-2-1-255x182.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/slide-2-1-255x182.jpg	(from https://wascade.ma/nos-services/)
23:15:06	11803/11803	---M--	200	added ('OK')	image/jpeg	etag:%222e1b-56858566dcb00%22	https://wascade.ma/wp-content/uploads/2018/03/desinsectisation-service-255x182.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/desinsectisation-service-255x182.jpg	(from https://wascade.ma/nos-services/)
23:15:06	13902/13902	---M--	200	added ('OK')	image/jpeg	etag:%22364e-5685853545600%22	https://wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0037-255x182.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0037-255x182.jpg	(from https://wascade.ma/nos-services/)
23:15:06	48439/48439	---M-Z	200	added ('OK')	text/html	etag:%222754-585142922273b%22	https://wascade.ma/services/capture-des-chats-errants/	C:/My%20Web%20Sites/wascade/wascade.ma/services/capture-des-chats-errants/index.html	(from https://wascade.ma/nos-services/)
23:15:07	6736/6736	---M--	200	added ('OK')	image/jpeg	etag:%221a50-568584f283880%22	https://wascade.ma/wp-content/uploads/2018/03/chien-enrage-255x182.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/chien-enrage-255x182.jpg	(from https://wascade.ma/nos-services/)
23:15:07	47168/47168	---M-Z	200	added ('OK')	text/html	etag:%2226a7-58515c187e940%22	https://wascade.ma/services/capture-des-chiens-errants/	C:/My%20Web%20Sites/wascade/wascade.ma/services/capture-des-chiens-errants/index.html	(from https://wascade.ma/nos-services/)
23:15:08	12314/12314	---M--	200	added ('OK')	image/jpeg	etag:%22301a-568584bb33600%22	https://wascade.ma/wp-content/uploads/2018/03/1412863545_media-255x182.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/1412863545_media-255x182.jpg	(from https://wascade.ma/nos-services/)
23:15:10	166205/166205	---M--	200	added ('OK')	application/x-javascript	etag:%22pri1544670507%22	https://wascade.ma/wp-content/cache/minify/7c612.js	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/cache/minify/7c612.js	(from https://wascade.ma/nos-services/)
23:15:10	2383/2383	---MCZ	200	added ('OK')	application/json	date:Mon,%2009%20Nov%202020%2022:15:07%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fservices%2Fderatisation%2F	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embed4099.json	(from https://wascade.ma/services/deratisation)
23:15:10	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Nov%202020%2022:15:08%20GMT	https://wascade.ma/?p=566	C:/My%20Web%20Sites/wascade/wascade.ma/index5f97.html	(from https://wascade.ma/services/deratisation)
23:15:11	2911/2911	---MCZ	200	added ('OK')	text/xml	date:Mon,%2009%20Nov%202020%2022:15:09%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fservices%2Fderatisation%2F&format=xml	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embedf109	(from https://wascade.ma/services/deratisation)
23:15:11	9440/9440	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Nov%202020%2022:15:09%20GMT	https://wascade.ma/services/0661354417	C:/My%20Web%20Sites/wascade/wascade.ma/services/0661354417	(from https://wascade.ma/services/deratisation)
23:15:12	8709519/8709519	---M--	200	added ('OK')	application/pdf	etag:%2284e58f-56851da614240%22	https://wascade.ma/wp-content/uploads/2018/03/Brochure-A4.pdf	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/Brochure-A4.pdf	(from https://wascade.ma/a-propos/)
23:15:12	52322/52322	---M--	200	added ('OK')	image/jpeg	etag:%22cc62-5686dc4bd0840%22	https://wascade.ma/wp-content/uploads/2016/01/deratisation-service-825x409.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2016/01/deratisation-service-825x409.jpg	(from https://wascade.ma/services/deratisation)
23:15:12	30341/30341	---M--	200	added ('OK')	image/jpeg	etag:%227685-5686dc4cc4a80%22	https://wascade.ma/wp-content/uploads/2016/01/der-1-825x409.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2016/01/der-1-825x409.jpg	(from https://wascade.ma/services/deratisation)
23:15:12	28356/28356	---M--	200	added ('OK')	image/jpeg	etag:%226ec4-5686dc4eacf00%22	https://wascade.ma/wp-content/uploads/2016/01/der-2-825x409.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2016/01/der-2-825x409.jpg	(from https://wascade.ma/services/deratisation)
23:15:13	2392/2392	---MCZ	200	added ('OK')	application/json	date:Mon,%2009%20Nov%202020%2022:15:11%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fservices%2Fdesinsectisation%2F	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embed5535.json	(from https://wascade.ma/services/desinsectisation)
23:15:13	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Nov%202020%2022:15:11%20GMT	https://wascade.ma/?p=1556	C:/My%20Web%20Sites/wascade/wascade.ma/index674c.html	(from https://wascade.ma/services/desinsectisation)
23:15:14	2920/2920	---MCZ	200	added ('OK')	text/xml	date:Mon,%2009%20Nov%202020%2022:15:11%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fservices%2Fdesinsectisation%2F&format=xml	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embed77f0	(from https://wascade.ma/services/desinsectisation)
23:15:14	51742/51742	---M--	200	added ('OK')	image/jpeg	etag:%22ca1e-5686e0b402e00%22	https://wascade.ma/wp-content/uploads/2018/03/slide-2-1-825x409.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/slide-2-1-825x409.jpg	(from https://wascade.ma/services/desinsectisation)
23:15:14	47040/47040	---M--	200	added ('OK')	image/jpeg	etag:%22b7c0-5686e0b4f7040%22	https://wascade.ma/wp-content/uploads/2018/03/HAC_2980-825x409.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/HAC_2980-825x409.jpg	(from https://wascade.ma/services/desinsectisation)
23:15:15	52900/52900	---M--	200	added ('OK')	image/jpeg	etag:%22cea4-5686e0b6df4c0%22	https://wascade.ma/wp-content/uploads/2018/03/HAC_3116-825x409.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/HAC_3116-825x409.jpg	(from https://wascade.ma/services/desinsectisation)
23:15:15	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Nov%202020%2022:15:13%20GMT	https://wascade.ma/?p=1557	C:/My%20Web%20Sites/wascade/wascade.ma/indexd81c.html	(from https://wascade.ma/services/desinfection)
23:15:15	2387/2387	---MCZ	200	added ('OK')	application/json	date:Mon,%2009%20Nov%202020%2022:15:13%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fservices%2Fdesinfection%2F	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embedfd50.json	(from https://wascade.ma/services/desinfection)
23:15:16	2915/2915	---MCZ	200	added ('OK')	text/xml	date:Mon,%2009%20Nov%202020%2022:15:14%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fservices%2Fdesinfection%2F&format=xml	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embed6232	(from https://wascade.ma/services/desinfection)
23:15:16	49641/49641	---M--	200	added ('OK')	image/jpeg	etag:%22c1e9-5686e2ad75680%22	https://wascade.ma/wp-content/uploads/2018/03/HAC_3044-825x409.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/HAC_3044-825x409.jpg	(from https://wascade.ma/services/desinfection)
23:15:16	43750/43750	---M--	200	added ('OK')	image/jpeg	etag:%22aae6-5686e2af5db00%22	https://wascade.ma/wp-content/uploads/2018/03/HAC_3057-825x409.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/HAC_3057-825x409.jpg	(from https://wascade.ma/services/desinfection)
23:15:17	43285/43285	---M--	200	added ('OK')	image/jpeg	etag:%22a915-5686e2b051d40%22	https://wascade.ma/wp-content/uploads/2018/03/slide-18-825x409.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/slide-18-825x409.jpg	(from https://wascade.ma/services/desinfection)
23:15:17	2429/2429	---MCZ	200	added ('OK')	application/json	date:Mon,%2009%20Nov%202020%2022:15:15%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fservices%2Fcapture-des-chats-errants%2F	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embed8543.json	(from https://wascade.ma/services/capture-des-chats-errants)
23:15:17	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Nov%202020%2022:15:15%20GMT	https://wascade.ma/?p=1560	C:/My%20Web%20Sites/wascade/wascade.ma/index9fdd.html	(from https://wascade.ma/services/capture-des-chats-errants)
23:15:19	2957/2957	---MCZ	200	added ('OK')	text/xml	date:Mon,%2009%20Nov%202020%2022:15:16%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fservices%2Fcapture-des-chats-errants%2F&format=xml	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embed7c87	(from https://wascade.ma/services/capture-des-chats-errants)
23:15:19	33207/33207	---M--	200	added ('OK')	image/jpeg	etag:%2281b7-5686e2b051d40%22	https://wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0036-825x409.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0036-825x409.jpg	(from https://wascade.ma/services/capture-des-chats-errants)
23:15:19	55743/55743	---M--	200	added ('OK')	image/jpeg	etag:%22d9bf-5686e2b23a1c0%22	https://wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0032-825x409.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0032-825x409.jpg	(from https://wascade.ma/services/capture-des-chats-errants)
23:15:20	65196/65196	---M--	200	added ('OK')	image/jpeg	etag:%22feac-5686e2b422640%22	https://wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0034-825x409.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0034-825x409.jpg	(from https://wascade.ma/services/capture-des-chats-errants)
23:15:20	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Nov%202020%2022:15:18%20GMT	https://wascade.ma/?p=1565	C:/My%20Web%20Sites/wascade/wascade.ma/indexcf6d.html	(from https://wascade.ma/services/capture-des-chiens-errants)
23:15:20	2427/2427	---MCZ	200	added ('OK')	application/json	date:Mon,%2009%20Nov%202020%2022:15:18%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fservices%2Fcapture-des-chiens-errants%2F	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embedf55a.json	(from https://wascade.ma/services/capture-des-chiens-errants)
23:15:21	2955/2955	---MCZ	200	added ('OK')	text/xml	date:Mon,%2009%20Nov%202020%2022:15:19%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fservices%2Fcapture-des-chiens-errants%2F&format=xml	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embed2927	(from https://wascade.ma/services/capture-des-chiens-errants)
23:15:21	49021/49021	---M--	200	added ('OK')	image/jpeg	etag:%22bf7d-568584f18f640%22	https://wascade.ma/wp-content/uploads/2018/03/chien-enrage-848x550.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/chien-enrage-848x550.jpg	(from https://wascade.ma/services/capture-des-chiens-errants)
23:15:22	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Nov%202020%2022:15:20%20GMT	https://wascade.ma/?p=1572	C:/My%20Web%20Sites/wascade/wascade.ma/indexa9e1.html	(from https://wascade.ma/services/depigeonnisation)
23:15:22	2399/2399	---MCZ	200	added ('OK')	application/json	date:Mon,%2009%20Nov%202020%2022:15:19%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fservices%2Fdepigeonnisation%2F	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embed68f4.json	(from https://wascade.ma/services/depigeonnisation)
23:15:22	2927/2927	---MCZ	200	added ('OK')	text/xml	date:Mon,%2009%20Nov%202020%2022:15:20%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fservices%2Fdepigeonnisation%2F&format=xml	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embed1e2c	(from https://wascade.ma/services/depigeonnisation)
23:15:23	66564/66564	---M--	200	added ('OK')	image/jpeg	etag:%2210404-568584b392400%22	https://wascade.ma/wp-content/uploads/2018/03/1412863545_media.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/1412863545_media.jpg	(from https://wascade.ma/services/depigeonnisation)
23:15:23	35199/35199	---M--	200	added ('OK')	image/jpeg	etag:%22897f-5686da5cdb880%22	https://wascade.ma/wp-content/uploads/2018/03/bg-title-products2.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/bg-title-products2.jpg	(from https://wascade.ma/nos-produits/)
23:15:23	2234/2234	---MCZ	200	added ('OK')	application/json	date:Mon,%2009%20Nov%202020%2022:15:21%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fnos-produits%2F	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embed6d2e.json	(from https://wascade.ma/nos-produits/)
23:15:24	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Nov%202020%2022:15:21%20GMT	https://wascade.ma/?p=1618	C:/My%20Web%20Sites/wascade/wascade.ma/index9646.html	(from https://wascade.ma/nos-produits/)
23:15:24	2726/2726	---MCZ	200	added ('OK')	text/xml	date:Mon,%2009%20Nov%202020%2022:15:22%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fnos-produits%2F&format=xml	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embed670f	(from https://wascade.ma/nos-produits/)
23:15:24	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Nov%202020%2022:15:23%20GMT	https://wascade.ma/nos-produits/0661354417	C:/My%20Web%20Sites/wascade/wascade.ma/nos-produits/0661354417	(from https://wascade.ma/nos-produits/)
23:15:25	52574/52574	---M-Z	200	added ('OK')	text/html	etag:%222341-58515ebf334de%22	https://wascade.ma/nos-produits/661354417/	C:/My%20Web%20Sites/wascade/wascade.ma/nos-produits/661354417/index.html	(from https://wascade.ma/nos-produits/)
23:15:25	7429/7429	---M--	200	added ('OK')	image/jpeg	etag:%221d05-56a82e2bec880%22	https://wascade.ma/wp-content/uploads/2018/04/IMG-20180319-WA0041-255x182.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/04/IMG-20180319-WA0041-255x182.jpg	(from https://wascade.ma/nos-produits/)
23:15:26	45817/45817	---M-Z	200	added ('OK')	text/html	etag:%2225ee-5850ea9195ff4%22	https://wascade.ma/services/fly-tec/	C:/My%20Web%20Sites/wascade/wascade.ma/services/fly-tec/index.html	(from https://wascade.ma/nos-produits/)
23:15:27	40976/40976	---M--	200	added ('OK')	image/png	etag:%22a010-56a83011581c0%22	https://wascade.ma/wp-content/uploads/2018/04/total-box-transparent-255x182.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/04/total-box-transparent-255x182.png	(from https://wascade.ma/nos-produits/)
23:15:27	45346/45346	---M-Z	200	added ('OK')	text/html	etag:%2224b7-5850ed45e3697%22	https://wascade.ma/services/total-box-transparent/	C:/My%20Web%20Sites/wascade/wascade.ma/services/total-box-transparent/index.html	(from https://wascade.ma/nos-produits/)
23:15:27	5361/5361	---M--	200	added ('OK')	image/jpeg	etag:%2214f1-56a83315d2040%22	https://wascade.ma/wp-content/uploads/2018/04/IMG-20180319-WA0025-255x182.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/04/IMG-20180319-WA0025-255x182.jpg	(from https://wascade.ma/nos-produits/)
23:15:28	45277/45277	---M-Z	200	added ('OK')	text/html	etag:%22250c-58515ebf35806%22	https://wascade.ma/services/masterbox-midi/	C:/My%20Web%20Sites/wascade/wascade.ma/services/masterbox-midi/index.html	(from https://wascade.ma/nos-produits/)
23:15:28	51709/51709	---M--	200	added ('OK')	image/png	etag:%22c9fd-56a8372fd0d80%22	https://wascade.ma/wp-content/uploads/2018/04/mini-fog-255x182.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/04/mini-fog-255x182.png	(from https://wascade.ma/nos-produits/)
23:15:29	45927/45927	---M-Z	200	added ('OK')	text/html	etag:%222601-58515ebf16bd6%22	https://wascade.ma/services/total-box/	C:/My%20Web%20Sites/wascade/wascade.ma/services/total-box/index.html	(from https://wascade.ma/nos-produits/)
23:15:29	44964/44964	---M-Z	200	added ('OK')	text/html	etag:%2224d7-58515ebf7b538%22	https://wascade.ma/services/mini-fog/	C:/My%20Web%20Sites/wascade/wascade.ma/services/mini-fog/index.html	(from https://wascade.ma/nos-produits/)
23:15:30	46167/46167	---M-Z	200	added ('OK')	text/html	etag:%2225d7-58515ebf82680%22	https://wascade.ma/services/fusion-box/	C:/My%20Web%20Sites/wascade/wascade.ma/services/fusion-box/index.html	(from https://wascade.ma/nos-produits/)
23:15:30	61987/61987	---M--	200	added ('OK')	image/png	etag:%22f223-56a8396fd5c80%22	https://wascade.ma/wp-content/uploads/2018/04/fusion-box-255x182.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/04/fusion-box-255x182.png	(from https://wascade.ma/nos-produits/)
23:15:30	7767/7767	---M--	200	added ('OK')	image/jpeg	etag:%221e57-5686e22cb66c0%22	https://wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0032-255x182.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/uploads/2018/03/IMG-20180319-WA0032-255x182.jpg	(from https://wascade.ma/nos-produits/)
23:15:31	47282/47282	---M-Z	200	added ('OK')	text/html	etag:%22266e-58515ebfd3b4a%22	https://wascade.ma/services/cage-de-capture-pour-chats/	C:/My%20Web%20Sites/wascade/wascade.ma/services/cage-de-capture-pour-chats/index.html	(from https://wascade.ma/nos-produits/)
23:15:32	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Nov%202020%2022:15:30%20GMT	https://wascade.ma/?p=1171	C:/My%20Web%20Sites/wascade/wascade.ma/indexaffb.html	(from https://wascade.ma/contact/)
23:15:32	2203/2203	---MCZ	200	added ('OK')	application/json	date:Mon,%2009%20Nov%202020%2022:15:30%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fcontact%2F	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embed94bc.json	(from https://wascade.ma/contact/)
23:15:32	2695/2695	---MCZ	200	added ('OK')	text/xml	date:Mon,%2009%20Nov%202020%2022:15:30%20GMT	https://wascade.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwascade.ma%2Fcontact%2F&format=xml	C:/My%20Web%20Sites/wascade/wascade.ma/wp-json/oembed/1.0/embed8053	(from https://wascade.ma/contact/)
23:15:33	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Nov%202020%2022:15:31%20GMT	https://wascade.ma/contact/0661354417	C:/My%20Web%20Sites/wascade/wascade.ma/contact/0661354417	(from https://wascade.ma/contact/)
23:15:33	28386/28386	---M-Z	200	added ('OK')	text/html	etag:%221e52-58518fd5f583c%22	https://wascade.ma/contact/661354417/	C:/My%20Web%20Sites/wascade/wascade.ma/contact/661354417/index.html	(from https://wascade.ma/contact/)
23:15:34	912/912	---MC-	200	added ('OK')	text/javascript	date:Mon,%2009%20Nov%202020%2022:15:32%20GMT	https://www.google.com/recaptcha/api.js?onload=recaptchaCallback&render=explicit&ver=2.0	C:/My%20Web%20Sites/wascade/www.google.com/recaptcha/apiae20.js	(from https://wascade.ma/contact/)
23:15:35	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Nov%202020%2022:15:33%20GMT	https://wascade.ma/services/deratisation/0661354417	C:/My%20Web%20Sites/wascade/wascade.ma/services/deratisation/0661354417	(from https://wascade.ma/services/deratisation/)
